SubjID,AverageFA,ROIGCC,ROIBCC,ROISCC,ROIFX,ROICST_R,ROICST_L,ROIALIC_R,ROIALIC_L,ROIPLIC_R,ROIPLIC_L,ROIRLIC_R,ROIRLIC_L,ROIACR_R,ROIACR_L,ROISCR_R,ROISCR_L,ROIPCR_R,ROIPCR_L,ROIPTR_R,ROIPTR_L,ROISS_R,ROISS_L,ROIEC_R,ROIEC_L,ROICGC_R,ROICGC_L,ROICGH_R,ROICGH_L,ROIFX_ST_R,ROIFX_ST_L,ROISLF_R,ROISLF_L,ROISFO_R,ROISFO_L,ROIIFO_R,ROIIFO_L,ROIUNC_R,ROIUNC_L,ROIIC_R,ROIIC_L,ROIALIC,ROIPLIC,ROIRLIC,ROIIC,ROICR_R,ROICC,ROICR_L,ROIACR,ROISCR,ROIPCR,ROICR,ROICST,ROIPTR,ROISS,ROIEC,ROICGC,ROICGH,ROISLF,ROISFO,ROIIFO,ROIFXST,ROIUNC
1101,3,3,1,2,1,2,1,2,2,2,3,1,2,1,3,1,3,1,2,3,3,3,1,2,3,2,2,3,3,2,2,2,1,1,3,3,1,2,1,1,2,3,2,1,2,2,2,3,2,1,3,2,1,2,3,3,2,2,2,3,3,1,3
1102,3,3,1,1,3,3,3,1,2,2,3,3,1,1,2,2,2,3,1,1,2,1,3,1,3,1,1,2,1,2,1,2,3,3,1,2,2,2,1,1,2,2,1,3,2,1,3,1,3,1,1,2,3,1,1,3,2,1,1,3,2,3,3
1103,2,1,1,3,2,3,3,1,1,2,1,2,1,1,3,2,3,1,1,3,2,3,2,1,1,3,1,2,1,3,1,3,2,3,2,2,1,1,1,1,2,2,2,1,3,2,3,2,1,1,2,2,2,3,3,2,1,2,1,2,1,1,2
1104,3,3,3,3,3,2,3,3,3,3,3,1,1,2,1,1,3,3,3,1,1,2,3,1,3,3,3,2,3,3,3,2,1,1,3,2,3,1,1,1,2,1,1,3,2,3,3,1,2,2,3,1,1,1,2,3,1,2,3,1,1,1,3
1105,1,1,1,3,2,1,1,1,2,3,3,3,1,2,1,1,3,3,3,2,3,3,2,3,3,1,1,1,1,1,3,1,2,1,3,3,2,3,1,3,2,2,2,2,3,3,3,2,2,1,3,1,3,2,1,3,3,1,1,2,3,2,2
1106,3,1,2,3,1,2,2,1,3,1,2,2,3,3,1,1,3,3,3,2,2,1,1,1,2,3,2,2,1,1,3,1,1,3,1,2,1,1,2,3,2,3,1,3,2,3,2,2,3,1,3,1,1,1,1,1,3,1,2,2,3,1,1
1107,2,1,3,2,2,2,1,2,1,2,1,1,1,1,1,3,3,2,1,1,3,3,2,3,2,1,2,3,1,1,2,1,3,2,2,2,2,2,1,1,3,2,1,1,3,1,3,3,1,2,1,3,1,2,3,3,1,1,2,3,3,1,2
1108,1,1,1,1,1,2,3,3,1,1,2,3,1,2,3,1,2,3,3,3,3,2,1,3,3,2,3,1,1,1,2,1,3,2,1,2,3,2,3,2,3,2,1,2,2,2,3,2,3,3,3,3,3,2,1,1,1,1,1,3,1,1,2
1109,2,3,1,3,2,2,2,1,3,3,1,1,1,1,3,3,1,2,2,1,2,1,1,3,1,2,1,1,1,1,3,3,2,2,3,1,3,3,2,1,2,3,2,3,1,1,2,2,3,3,3,2,3,1,1,3,1,3,3,3,1,2,1
1110,1,2,2,3,1,3,2,2,1,2,1,1,3,2,2,2,3,3,3,1,1,1,2,1,3,2,1,2,2,1,3,2,2,1,1,2,1,1,3,2,2,3,2,1,2,1,3,2,2,1,3,2,2,2,2,3,1,3,1,1,3,2,2
1111,2,1,1,3,3,3,2,1,1,1,1,3,3,3,3,2,1,1,3,2,3,2,2,2,3,3,2,2,3,1,1,1,1,3,2,3,3,3,3,1,1,3,1,3,1,3,2,2,3,1,2,1,3,2,3,1,1,1,1,2,1,3,3
1112,3,1,1,1,1,3,2,3,1,1,1,1,3,2,2,2,1,3,2,2,2,1,1,2,3,3,3,1,3,3,2,2,3,3,1,3,2,2,2,3,1,1,2,1,1,1,1,3,3,1,2,3,1,2,3,2,1,2,3,3,1,3,3
1113,2,1,2,2,3,1,3,2,1,3,2,1,1,1,2,3,3,2,1,3,3,1,3,2,3,1,1,1,1,3,1,3,2,2,2,3,3,1,1,1,3,3,2,1,2,1,3,2,1,1,1,2,1,2,2,1,1,1,3,1,3,3,1
1114,2,1,3,2,3,3,1,3,3,2,3,1,3,2,3,3,3,3,2,2,1,2,3,2,1,1,2,2,2,1,2,3,2,3,2,1,2,3,1,3,2,1,2,3,3,2,2,1,2,3,1,2,3,1,3,3,1,3,3,3,1,3,1
1115,1,1,2,2,3,2,1,2,3,2,1,3,1,3,1,1,1,2,3,3,2,3,2,2,1,1,3,3,3,2,1,1,3,3,1,1,2,2,1,3,1,3,1,3,1,1,3,2,3,2,2,2,1,1,1,3,2,2,2,1,3,2,2
1116,3,1,3,1,2,2,2,1,2,2,1,1,1,2,3,1,2,2,3,3,2,3,1,1,2,2,2,3,1,2,3,3,2,2,3,2,2,2,2,1,3,1,2,3,3,1,3,2,1,1,1,3,1,2,3,3,1,2,2,3,3,3,1
1117,2,2,2,3,3,1,3,3,3,3,3,3,3,2,2,1,1,1,3,1,3,3,1,1,2,2,3,3,1,1,1,3,3,3,3,2,1,2,2,2,3,1,3,3,2,2,3,3,1,2,3,1,3,3,2,1,2,1,3,1,3,3,3
1118,2,3,1,1,1,2,3,2,3,3,3,1,2,3,2,1,3,2,3,1,2,3,2,3,3,3,2,2,2,3,2,2,1,1,1,2,3,2,2,2,2,2,2,2,1,3,3,2,3,2,1,3,1,2,1,1,1,3,2,1,3,3,3
1119,1,2,3,1,2,3,1,3,2,3,1,1,3,3,3,1,3,2,3,1,1,2,2,1,2,2,1,2,2,2,1,1,3,3,1,3,1,2,2,3,3,2,1,2,1,2,2,2,3,1,1,1,1,2,1,3,2,1,1,3,3,3,3
1120,3,2,2,2,1,1,3,1,1,2,2,1,1,1,1,2,2,2,3,1,2,2,2,2,1,1,1,1,1,1,3,3,1,3,1,1,2,2,2,1,2,3,2,3,3,1,3,2,1,3,3,1,1,2,1,1,2,3,3,3,3,3,3
1121,3,2,2,3,2,3,1,3,1,1,3,1,1,3,3,2,1,1,2,1,2,1,3,2,2,3,2,1,3,1,2,2,3,1,2,2,2,3,2,3,1,2,1,2,1,2,2,2,2,1,2,1,2,3,2,2,1,3,3,2,1,1,2
1122,2,2,1,1,3,2,3,2,3,1,1,1,2,2,3,1,3,3,3,1,3,1,1,3,2,1,3,2,2,1,2,3,1,1,2,2,1,2,1,2,1,1,3,3,3,2,2,3,2,1,1,1,3,3,3,1,2,2,2,2,3,3,1
1123,1,2,3,1,3,3,1,1,3,1,1,2,2,2,1,1,1,2,2,2,2,1,3,2,2,3,1,3,3,2,2,1,3,1,1,2,3,3,3,1,3,1,3,2,2,1,3,2,3,1,1,2,3,3,2,2,1,3,2,1,1,3,1
1124,2,2,2,2,3,2,3,3,1,1,1,3,3,2,3,1,3,2,2,1,1,1,1,1,1,3,2,1,1,3,1,3,2,2,2,1,1,1,2,1,2,1,1,1,1,3,3,1,1,1,3,1,3,3,3,1,1,2,1,3,2,2,1
1125,1,1,1,2,2,1,3,3,1,3,1,2,3,2,2,1,2,2,2,3,2,3,2,1,1,2,1,1,3,3,3,3,1,2,1,2,1,2,3,1,2,2,3,1,3,2,2,3,2,1,3,3,3,2,3,3,3,3,2,2,2,3,1
1126,3,1,2,1,2,2,3,3,2,1,3,1,3,3,3,2,2,2,2,1,2,2,1,2,1,3,1,2,2,3,1,3,1,2,1,3,3,2,3,1,1,2,3,3,3,3,2,2,1,1,3,1,3,1,2,3,2,2,3,2,2,1,1
1127,3,2,3,2,2,3,3,1,2,1,2,1,1,3,1,2,2,1,1,2,1,3,1,2,2,3,1,3,3,2,3,2,1,2,1,3,3,3,2,2,3,3,3,1,1,1,3,2,1,3,1,2,1,2,2,1,1,2,3,3,3,3,1
1128,1,2,1,3,1,2,1,1,3,3,3,2,3,1,1,3,2,2,2,1,1,3,2,2,3,2,2,1,3,1,3,2,2,3,1,2,1,2,3,3,2,1,2,2,1,1,1,3,1,1,1,3,3,1,1,1,1,2,1,1,2,1,1
1129,3,2,2,2,1,1,2,3,2,1,2,2,3,1,1,1,1,3,3,2,1,1,1,1,3,2,1,1,1,1,1,3,1,1,1,1,1,3,3,2,2,3,2,3,2,1,2,2,1,1,2,3,2,1,1,3,2,3,2,3,2,3,2
1130,2,3,1,3,1,2,3,2,2,3,3,1,3,1,3,1,2,3,2,1,3,2,1,2,2,3,2,1,1,1,3,1,3,1,1,2,3,3,3,3,3,3,1,2,2,3,2,2,1,3,2,2,3,3,2,3,2,2,1,1,3,2,2
1131,1,2,3,3,2,3,2,3,3,3,1,3,3,1,3,2,1,1,3,3,2,1,2,3,2,1,1,1,1,3,2,1,2,3,2,2,2,1,3,3,2,2,2,2,1,3,1,3,2,1,1,1,1,1,3,2,2,1,2,1,3,1,1
1132,2,2,3,2,3,2,3,2,2,2,1,1,3,2,1,3,1,3,3,1,2,2,1,2,1,3,3,2,3,2,2,3,3,3,3,2,1,1,3,2,3,2,2,3,3,1,3,1,2,1,3,1,2,1,3,1,3,1,1,3,2,1,2
1133,3,2,1,2,2,2,3,1,2,2,3,1,2,2,1,1,2,2,3,1,2,1,3,2,2,2,2,3,3,2,1,3,1,3,2,1,3,1,2,1,1,3,3,1,3,2,2,1,1,2,3,3,3,2,1,1,2,2,1,3,1,3,3
1134,3,2,2,1,3,1,2,2,3,2,1,1,1,1,2,3,1,3,1,1,2,1,2,3,2,2,2,3,2,1,1,3,3,2,1,3,2,3,3,1,1,3,3,1,3,3,3,3,1,1,1,2,1,1,1,2,3,1,2,1,3,3,3
1135,3,2,1,3,3,3,1,2,3,1,3,3,3,3,1,2,2,3,3,3,3,2,3,3,3,3,2,2,1,1,2,1,2,2,3,3,3,2,3,1,3,3,3,2,1,3,3,3,3,2,2,2,1,3,3,2,2,3,2,2,2,3,1
1136,1,3,2,1,2,1,1,3,2,3,2,1,1,3,1,3,2,2,3,3,2,2,2,3,2,1,3,2,3,2,1,3,1,3,3,1,1,2,1,2,2,3,3,2,2,1,2,2,3,1,3,1,1,3,3,3,1,3,3,1,2,2,1
1137,1,1,3,1,1,2,1,1,1,2,2,2,3,3,2,3,1,3,2,1,2,1,3,3,1,3,1,2,1,3,3,3,1,2,3,3,1,2,3,1,1,2,3,1,3,2,3,1,3,2,3,3,1,1,2,1,3,2,2,2,3,3,1
1138,2,1,3,3,2,1,3,2,1,2,1,1,3,2,2,1,1,3,1,1,2,1,2,2,2,1,1,1,3,1,1,1,3,1,1,3,3,1,1,2,1,2,1,3,1,2,2,3,3,2,3,2,3,1,2,1,1,3,2,3,1,3,1
1139,1,1,1,3,1,3,3,1,1,3,1,2,2,1,3,1,2,2,3,3,1,2,2,3,1,3,2,3,2,1,3,1,1,3,2,3,3,3,3,1,1,3,1,2,1,2,1,2,2,3,1,2,3,1,1,2,1,1,2,1,1,3,1
1140,3,2,1,3,2,1,3,3,1,2,2,3,1,3,3,3,3,2,1,2,2,1,1,2,3,3,2,3,2,3,2,2,2,3,2,3,1,2,2,3,1,1,2,2,1,1,1,1,2,2,3,1,1,2,1,1,1,3,2,2,2,2,3
1141,1,1,3,3,3,2,3,3,3,3,1,3,2,2,2,1,1,3,2,1,3,1,3,3,3,3,2,2,1,1,2,3,2,1,1,1,2,2,1,3,1,3,1,1,2,3,3,2,2,1,1,3,3,2,3,2,2,2,2,2,1,1,3
1142,3,1,3,3,1,2,1,3,1,2,2,3,1,1,1,2,3,2,1,3,2,1,3,2,2,1,1,1,3,2,2,1,1,3,2,1,3,2,2,3,2,3,3,2,3,2,3,3,1,1,3,1,1,3,1,1,2,1,2,1,3,2,1
1143,3,2,1,3,1,1,2,2,1,3,3,3,2,2,1,3,3,3,3,3,1,2,3,1,1,1,2,2,2,2,1,1,3,3,1,1,2,2,2,1,3,3,3,3,1,3,1,1,2,2,2,2,1,3,3,1,1,3,1,2,3,3,1
1144,1,2,3,1,2,3,1,2,2,3,1,1,2,3,3,3,2,1,2,3,2,2,2,3,3,3,3,2,1,1,1,2,1,1,3,2,2,3,3,2,3,3,1,3,3,2,1,3,2,1,3,2,1,1,1,3,2,2,1,2,1,2,3
1145,1,1,1,3,1,3,2,3,3,1,1,1,2,2,3,3,1,2,1,1,1,3,2,3,2,3,1,2,1,1,3,1,2,3,2,3,2,1,1,1,1,2,1,3,3,1,3,1,1,1,2,2,1,2,2,3,1,3,3,3,1,1,1
1146,1,3,3,3,2,2,2,3,2,2,3,2,3,1,2,2,2,3,3,1,1,1,1,1,2,1,3,1,3,1,2,2,2,1,2,3,1,1,2,1,3,3,1,2,3,2,1,2,3,3,1,3,2,2,1,2,2,1,2,2,2,1,2
1147,1,1,2,3,1,3,3,1,1,3,1,3,1,3,2,1,1,2,3,3,3,2,2,1,1,2,3,1,2,1,2,2,3,1,2,3,3,1,2,2,3,2,1,1,3,3,3,1,2,1,1,2,3,2,1,2,3,2,1,3,1,3,3
1148,2,1,2,2,2,3,1,2,3,2,2,3,1,2,2,1,1,3,1,1,3,1,2,1,1,1,3,2,2,2,1,2,2,1,1,3,1,3,3,1,1,2,3,1,3,3,2,2,1,3,2,2,2,3,1,1,1,2,2,1,1,3,1
1149,2,2,2,2,1,1,3,2,2,3,2,1,1,2,3,3,2,3,3,2,2,1,1,1,1,3,3,1,1,1,1,1,3,3,1,1,2,3,1,3,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,3,2,2,3
1150,1,2,2,1,1,2,1,1,3,3,3,3,2,1,3,1,3,1,3,2,2,2,2,1,2,2,1,2,1,1,3,2,3,2,2,1,1,1,3,3,3,3,3,3,1,2,1,2,1,3,3,2,1,1,3,3,1,2,3,2,2,1,3
1151,2,2,3,3,2,2,3,1,2,3,2,2,3,1,1,2,3,2,2,1,3,1,1,2,3,1,3,3,1,3,2,3,3,1,3,1,1,1,3,2,3,2,1,3,2,3,1,1,1,1,2,2,3,3,3,1,2,2,1,2,2,1,1
1152,2,2,1,2,1,2,1,2,1,2,3,1,2,2,2,2,1,1,1,3,1,2,3,2,3,3,3,2,1,2,3,1,2,3,1,2,3,2,3,2,2,3,3,2,3,2,3,1,3,1,2,3,2,1,3,3,2,3,2,2,3,2,3
1153,3,2,1,3,3,1,1,1,3,3,2,3,1,2,2,2,1,1,2,1,3,3,2,1,3,3,2,2,1,2,2,2,2,3,3,1,2,3,3,1,3,3,1,1,1,1,3,1,2,2,2,2,3,1,1,1,2,1,1,3,1,2,3
